Collection,Field,Count
applications,drinkDrugMobileMotoringOffence,155
applications,financialDifficulties,155
applications,otherCurrentLegalRoleDetails,142
applications,jurisdictionPreferences,285
applications,uploadedCV,195
applications,uploadedSuitabilityStatement,224
applications,uploadedLeadershipSustainabilityAssessment,2
applications,_language,140
applications,client,139
applications,generalMedicalCouncilConditionalEndDate,172
applications,generalMedicalCouncilNumber,173
applications,generalMedicalCouncilDate,173
applications,memberships,155
applications,generalMedicalCouncilInformation,172
applications,charteredAssociationBuildingEngineersInformation,177
applications,generalMedicalCouncilConditional,173
applications,charteredInstituteEnvironmentalHealthInformation,177
applications,generalMedicalCouncilConditionalStartDate,172
applications,royalCollegeOfPsychiatristsNumber,173
applications,royalInstituteBritishArchitectsDate,171
applications,royalCollegeOfPsychiatristsInformation,172
applications,royalInstituteBritishArchitectsNumber,171
applications,charteredInstituteBuildingInformation,177
applications,generalMedicalCouncilConditionalDetails,172
applications,royalInstitutionCharteredSurveyorsInformation,177
applications,royalCollegeOfPsychiatristsDate,173
applications,royalInstituteBritishArchitectsInformation,171
applications,otherProfessionalMembershipsInformation,177
applications,secondAssessorType,86
applications,firstAssessorType,87
applications,emailLog,71
applications,uploadedCoveringLetter,18
applications,characterInformationV3,11
applications,uploadedExemptionCertificate,59
applications,uploadedPracticingCertificate,59
applications,experienceDetails,41
applications,ref,44
applications,id,44
applications,unknownVariable,12
applications,processing,45
applications,uploadedSelfAssessmentContent,25
applications,leadershipJudgeDetails,19
applications,shareData,106
applications,otherProfessionalBackgroundDetails,106
applications,participatedInJudicialWorkshadowingScheme,106
applications,otherGenderDetails,106
applications,attendedOutreachEvents,106
applications,otherEthnicGroupWhiteDetails,106
applications,otherFeePaidJudicialRoleDetails,106
applications,otherEthnicGroupMixedDetails,106
applications,otherEthnicGroupBlackDetails,106
applications,otherEthnicGroupDetails,106
applications,otherEthnicGroupAsianDetails,106
applications,otherSexualOrientationDetails,106
applications,otherCurrentSalariedJudicialOfficeHolderDetails,106
applications,otherCurrentFeePaidJudicialOfficeHolderDetails,106
applications,has_section_9_1_authorisation,11
applications,additional_selection_criteria,9
applications,length_of_service_accepted,12
applications,competency_assimilating_and_clarifying_information,10
applications,competency_managing_work_effectively,10
applications,competency_working_and_communicating_with_others,10
applications,competency_leadership,10
applications,competency_possessing_and_building_knowledge,10
applications,competency_exercising_judgement,10
applications,dateExtension,21
applications,willing_to_participate_in_user_research,8
applications,firstAssessorID,11
applications,finishedAssessmentsUrl,1
applications,suitabilityStatementUrl,1
applications,cvUrl,1
applications,statementOfSuitabilityUrl,1
applications,finishedSelfAssessmentUrl,1
applications,generalMedicalCouncilStatus,6
applications,royalInstituteBritishArchitectsStatus,6
applications,otherProfessionalMembershipsStatus,6
applications,charteredInstituteEnvironmentalHealthStatus,6
applications,royalCollegeOfPsychiatristsStatus,6
applications,charteredInstituteBuildingStatus,6
applications,charteredAssociationBuildingEngineersStatus,6
applications,royalInstitutionCharteredSurveyorsStatus,6
applications,meetRequirements,103
applications,length_of_service_mitigation,1
applications,scenarioTestResult,1
applications,eligibility,1
applications,scenarioTestScore,1
applications,sjcaTestResult,1
applications,sjcaTestScore,1
applications_temp,secondAssessorPhone,484
applications_temp,characterInformationV2,241
applications_temp,exerciseId,871
applications_temp,applyingUnderSchedule2d,433
applications_temp,equalityAndDiversitySurvey,545
applications_temp,experience,514
applications_temp,_sort,599
applications_temp,qualifications,438
applications_temp,experienceUnderSchedule2D,433
applications_temp,secondAssessorFullName,484
applications_temp,referenceNumber,454
applications_temp,cantGiveReasonableLOSDetails,504
applications_temp,firstAssessorFullName,485
applications_temp,additionalInfo,200
applications_temp,firstAssessorEmail,485
applications_temp,additionalWorkingPreferences,57
applications_temp,firstAssessorPhone,485
applications_temp,characterInformation,387
applications_temp,firstAssessorTitle,470
applications_temp,userId,871
applications_temp,canGiveReasonableLOS,504
applications_temp,secondAssessorTitle,469
applications_temp,exerciseName,866
applications_temp,employmentGaps,510
applications_temp,experienceUnderSchedule2Three,433
applications_temp,personalDetails,870
applications_temp,progress,869
applications_temp,applyingUnderSchedule2Three,433
applications_temp,secondAssessorEmail,484
applications_temp,exerciseRef,866
applications_temp,appliedAt,454
applications_temp,status,871
applications_temp,createdAt,801
applications_temp,secondAssessorSubmittedAssessment,238
applications_temp,firstAssessorSubmittedAssessment,238
applications_temp,quasiJudicialSittingDaysDetails,138
applications_temp,skillsAquisitionDetails,80
applications_temp,feePaidOrSalariedJudge,138
applications_temp,declaredAppointmentInQuasiJudicialBody,138
applications_temp,quasiJudicialSatForThirtyDays,138
applications_temp,feePaidOrSalariedSittingDaysDetails,138
applications_temp,feePaidOrSalariedSatForThirtyDays,138
applications_temp,canReadAndWriteWelsh,239
applications_temp,uploadedSelfAssessment,275
applications_temp,partTimeWorkingPreferencesDetails,203
applications_temp,canSpeakWelsh,239
applications_temp,magistrateLocation,12
applications_temp,characterChecks,119
applications_temp,selectionCriteriaAnswers,406
applications_temp,interestedInPartTime,211
applications_temp,locationPreferences,292
applications_temp,magistrateEndDate,12
applications_temp,applyingForWelshPost,239
applications_temp,magistrateStartDate,12
applications_temp,magistrate,12
applications_temp,_processing,169
applications_temp,jurisdictionPreferences,261
applications_temp,charteredAssociationBuildingEngineersDate,164
applications_temp,generalMedicalCouncilConditionalEndDate,158
applications_temp,generalMedicalCouncilNumber,159
applications_temp,generalMedicalCouncilDate,159
applications_temp,charteredAssociationBuildingEngineersNumber,164
applications_temp,generalMedicalCouncilInformation,159
applications_temp,charteredAssociationBuildingEngineersInformation,160
applications_temp,charteredInstituteEnvironmentalHealthInformation,160
applications_temp,charteredInstituteBuildingDate,164
applications_temp,royalInstituteBritishArchitectsDate,158
applications_temp,royalCollegeOfPsychiatristsInformation,159
applications_temp,otherProfessionalMemberships,164
applications_temp,otherProfessionalMembershipsDate,164
applications_temp,royalInstituteBritishArchitectsNumber,158
applications_temp,generalMedicalCouncilConditionalDetails,158
applications_temp,charteredInstituteEnvironmentalHealthDate,164
applications_temp,royalCollegeOfPsychiatristsDate,159
applications_temp,royalInstituteBritishArchitectsInformation,158
applications_temp,charteredInstituteEnvironmentalHealthNumber,164
applications_temp,professionalMemberships,164
applications_temp,memberships,142
applications_temp,charteredInstituteBuildingNumber,164
applications_temp,royalInstitutionCharteredSurveyorsNumber,164
applications_temp,generalMedicalCouncilConditional,159
applications_temp,royalInstitutionCharteredSurveyorsDate,164
applications_temp,generalMedicalCouncilConditionalStartDate,158
applications_temp,royalCollegeOfPsychiatristsNumber,159
applications_temp,charteredInstituteBuildingInformation,160
applications_temp,royalInstitutionCharteredSurveyorsInformation,160
applications_temp,otherProfessionalMembershipsNumber,164
applications_temp,otherProfessionalMembershipsInformation,160
applications_temp,uploadedCV,153
applications_temp,uploadedSuitabilityStatement,173
applications_temp,uploadedCoveringLetter,16
applications_temp,ref,44
applications_temp,id,44
applications_temp,processing,26
applications_temp,leadershipJudgeDetails,18
applications_temp,firstAssessorType,6
applications_temp,secondAssessorType,6
applications_temp,currentLegalRole,111
applications_temp,disability,111
applications_temp,rcpYesNumber,108
applications_temp,professionalBackground,111
applications_temp,firstGenerationStudent,111
applications_temp,otherReligionDetails,111
applications_temp,declaredBankrupt,111
applications_temp,GeneralMedicalCouncilConditionalRegistration,108
applications_temp,gmcConditionalYesNumber,108
applications_temp,oxbridgeUni,111
applications_temp,drinkDrugMobileMotoringOffenceDetails,111
applications_temp,motoringOffencesAndSixPlusPoints,111
applications_temp,gmcConditionalYesDate,108
applications_temp,disabilityDetails,111
applications_temp,gmcConditionalNoNumber,108
applications_temp,religionFaith,111
applications_temp,rcpNoNumber,108
applications_temp,financialDifficultiesDetails,111
applications_temp,royalCollegePsychiatristsFellow3Years,108
applications_temp,gmcConditionalNoDate,108
applications_temp,flag,107
applications_temp,gender,111
applications_temp,stateOrFeeSchool,111
applications_temp,criminalConvictionCaution,111
applications_temp,conductNegligenceInvestigationDetails,111
applications_temp,disqualifiedFromDrivingDetails,111
applications_temp,rcpNoDate,108
applications_temp,rcpYesDate,108
applications_temp,changedGender,111
applications_temp,gainedExperience,110
applications_temp,motoringOffencesAndSixPlusPointsDetails,111
applications_temp,criminalConvictionCautionDetails,111
applications_temp,conductNegligenceInvestigation,111
applications_temp,feePaidJudicialRole,111
applications_temp,thirtyDaysSitting,110
applications_temp,gmcConditionalYesDetails,108
applications_temp,hasTakenPAJE,111
applications_temp,similarRole,110
applications_temp,sexualOrientation,111
applications_temp,hasBeenJudge,110
applications_temp,otherCharacterIssuesDetails,111
applications_temp,disqualifiedFromDriving,111
applications_temp,ethnicGroup,111
applications_temp,otherCharacterIssues,111
applications_temp,drinkDrugMobileMotoringOffence,111
applications_temp,financialDifficulties,111
applications_temp,otherCurrentLegalRoleDetails,111
applications_temp,dateExtension,20
applications_temp,unknownVariable,2
applications_temp,otherProfessionalMembershipsStatus,6
applications_temp,royalCollegeOfPsychiatristsStatus,6
applications_temp,charteredAssociationBuildingEngineersStatus,6
applications_temp,generalMedicalCouncilStatus,6
applications_temp,charteredInstituteEnvironmentalHealthStatus,6
applications_temp,royalInstituteBritishArchitectsStatus,6
applications_temp,charteredInstituteBuildingStatus,6
applications_temp,royalInstitutionCharteredSurveyorsStatus,6
applications_temp,emailLog,2
applications_temp,participatedInJudicialWorkshadowingScheme,103
applications_temp,attendedOutreachEvents,103
applications_temp,firstAssessorID,10
applications_temp,otherEthnicGroupWhiteDetails,103
applications_temp,otherEthnicGroupMixedDetails,103
applications_temp,otherEthnicGroupDetails,103
applications_temp,otherEthnicGroupAsianDetails,103
applications_temp,otherCurrentSalariedJudicialOfficeHolderDetails,103
applications_temp,shareData,103
applications_temp,otherProfessionalBackgroundDetails,103
applications_temp,otherGenderDetails,103
applications_temp,otherFeePaidJudicialRoleDetails,103
applications_temp,meetRequirements,101
applications_temp,otherEthnicGroupBlackDetails,103
applications_temp,otherSexualOrientationDetails,103
applications_temp,otherCurrentFeePaidJudicialOfficeHolderDetails,103
assessments,assessor,226
assessments,dueDate,226
assessments,exercise,226
assessments,candidate,226
assessments,application,226
assessments,fileRef,226
assessments,status,226
assessments,lastUpdated,172
assessments,_search,226
assessments,hardLimitDate,82
assessments,type,194
assessments,approved,10
assessments,cancelReason,1
assessments,declineReason,1
assessments,filePath,12
assessments,updatedDate,16
assessments,submittedDate,16
assessments,id,8
assessments_deleted,deletedAt,4
assessments_deleted,candidate,4
assessments_deleted,application,4
assessments_deleted,assessor,4
assessments_deleted,dueDate,4
assessments_deleted,exercise,4
assessments_deleted,hardLimitDate,4
assessments_deleted,type,4
assessments_deleted,fileRef,4
assessments_deleted,status,4
bugReports,issue,7
bugReports,os,7
bugReports,criticality,7
bugReports,exercise,7
bugReports,reporter,7
bugReports,expectation,7
bugReports,cpsDevice,7
bugReports,userId,7
bugReports,contactDetails,7
bugReports,url,7
bugReports,candidate,7
bugReports,application,7
bugReports,createdBy,7
bugReports,browser,7
bugReports,createdAt,7
bugReports,lastUpdated,4
bugReports,screenshot,4
bugReports,lastUpdatedAt,7
bugReports,zenhubIssueId,7
bugReports,referenceNumber,7
bugReports,platform,5
bugReports,environment,5
bugReports_deleted,issue,1
bugReports_deleted,os,1
bugReports_deleted,lastUpdatedAt,1
bugReports_deleted,criticality,1
bugReports_deleted,exercise,1
bugReports_deleted,zenhubIssueId,1
bugReports_deleted,reporter,1
bugReports_deleted,cpsDevice,1
bugReports_deleted,expectation,1
bugReports_deleted,screenshot,1
bugReports_deleted,contactDetails,1
bugReports_deleted,userId,1
bugReports_deleted,url,1
bugReports_deleted,createdAt,1
bugReports_deleted,lastUpdated,1
bugReports_deleted,candidate,1
bugReports_deleted,deletedAt,1
bugReports_deleted,application,1
bugReports_deleted,createdBy,1
bugReports_deleted,referenceNumber,1
bugReports_deleted,browser,1
candidates,created,241
candidates,fullName,334
candidates,applications,103
candidates,email,334
candidates,computed,334
candidates,lastUpdated,334
candidates,_search,334
candidates,dateOfBirth,67
candidates,createdAt,52
candidates,nationalInsuranceNumber,67
candidates,status,52
candidates,citizenship,24
candidates,reasonableAdjustments,24
candidates,reasonableAdjustmentsDetails,24
candidates,verification,2
customReports,columns,4
customReports,name,4
customReports,whereClauses,4
customReports,users,4
exercises,selectionExerciseManager,539
exercises,exerciseMailbox,840
exercises,otherShortlistingMethod,542
exercises,scenarioTestDate,499
exercises,schedule2DApply,68
exercises,memberships,478
exercises,assignedCommissioner,539
exercises,scenarioTestOutcome,459
exercises,qualifications,495
exercises,createdAt,330
exercises,otherLOS,495
exercises,referenceNumber,826
exercises,assessmentOptions,381
exercises,sjcaTestOutcome,59
exercises,otherAppropriateAuthority,539
exercises,sjcaTestStartTime,92
exercises,selectionExerciseOfficer,539
exercises,otherYears,495
exercises,contactIndependentAssessors,499
exercises,retirementAge,495
exercises,otherMemberships,478
exercises,scenarioTestStartTime,499
exercises,seniorSelectionExerciseManager,519
exercises,postQualificationExperience,495
exercises,aSCApply,495
exercises,finalOutcome,499
exercises,shortlistingMethods,541
exercises,reasonableLengthService,495
exercises,scenarioTestEndTime,499
exercises,selectionDays,499
exercises,otherQualifications,495
exercises,hmctsWelshGovLead,539
exercises,statutoryConsultee,539
exercises,subscriberAlertsUrl,532
exercises,sjcaTestEndTime,92
exercises,name,869
exercises,applicationOpenDate,499
exercises,progress,869
exercises,sjcaTestDate,92
exercises,draftingJudge,539
exercises,paperSiftDate,54
exercises,yesASCApply,70
exercises,leadJudge,539
exercises,applicationCloseDate,499
exercises,otherRetirement,495
exercises,previousJudicialExperienceApply,492
exercises,appropriateAuthority,539
exercises,judicialOfficeContact,539
exercises,_search,869
exercises,lastUpdated,777
exercises,_applicationVersion,375
exercises,createdBy,708
exercises,published,423
exercises,characterChecksEnabled,303
exercises,favouriteOf,719
exercises,inviteOnly,277
exercises,welshPosts,289
exercises,roleSummaryWelsh,280
exercises,telephoneAssessmentEndDate,429
exercises,situationalJudgementTestStartTime,413
exercises,situationalJudgementTestOutcome,413
exercises,criticalAnalysisTestEndTime,285
exercises,criticalAnalysisTestStartTime,413
exercises,criticalAnalysisTestDate,413
exercises,siftEndDate,429
exercises,situationalJudgementTestEndTime,413
exercises,situationalJudgementTestDate,413
exercises,siftStartDate,429
exercises,telephoneAssessmentStartDate,429
exercises,criticalAnalysisTestOutcome,413
exercises,appointmentType,573
exercises,isCourtOrTribunal,573
exercises,yesSalaryDetails,573
exercises,salary,321
exercises,noSalaryDetails,573
exercises,immediateStart,573
exercises,isSPTWOffered,573
exercises,statutoryConsultationWaivedDetails,482
exercises,salaryGrouping,548
exercises,feePaidFee,573
exercises,futureStart,573
exercises,otherJurisdiction,509
exercises,welshRequirementType,509
exercises,roleSummary,567
exercises,statutoryConsultationWaived,482
exercises,welshRequirement,573
exercises,location,573
exercises,typeOfExercise,573
exercises,characterChecksReturnDate,345
exercises,statutoryConsultationDate,432
exercises,characterAndSCCDate,432
exercises,independentAssessmentsHardLimitDate,307
exercises,independentAssessmentsReturnDate,432
exercises,eligibilitySCCDate,432
exercises,characterChecksDate,432
exercises,equalMeritSecondStageEndDate,417
exercises,shortlistingOutcomeDate,432
exercises,eMPOutcomeDate,417
exercises,equalMeritSecondStageStartDate,417
exercises,eMPSCCDate,417
exercises,appliedSchedule,432
exercises,pjeDays,331
exercises,schedule2Apply,431
exercises,selectionCriteria,426
exercises,authorisations,438
exercises,jurisdiction,573
exercises,emailSignatureName,367
exercises,hmctsWelshGovContact,469
exercises,exercisePhoneNumber,368
exercises,locationQuestionType,382
exercises,additionalWorkingPreferences,305
exercises,jurisdictionQuestionAnswers,382
exercises,locationQuestion,382
exercises,locationQuestionAnswers,382
exercises,jurisdictionQuestionType,382
exercises,jurisdictionQuestion,382
exercises,nameBlindSiftStartDate,429
exercises,nameBlindSiftEndDate,429
exercises,estimatedLaunchDate,517
exercises,advertType,162
exercises,aboutTheRole,573
exercises,downloads,332
exercises,_applicationContent,299
exercises,state,739
exercises,stateBeforeArchive,584
exercises,assessmentMethods,443
exercises,_applicationRecords,236
exercises,_applications,197
exercises,criticalAnalysisTestEndime,188
exercises,assessments,123
exercises,testingState,114
exercises,uploadedCandidateAssessmentFormTemplate,64
exercises,uploadedJobDescriptionTemplate,68
exercises,uploadedTermsAndConditionsTemplate,67
exercises,uploadedIndependentAssessorTemplate,65
exercises,locationWelsh,45
exercises,aboutTheRoleWelsh,87
exercises,stateBeforeDelete,18
exercises,characterChecks,44
exercises,characterChecksProfessionalReturnDate,98
exercises,characterChecksProfessionalDate,98
exercises,_approval,74
exercises,_backups,119
exercises,_processingVersion,120
exercises,isWelshGov,24
exercises,selfAssessmentWordLimits,45
exercises,preSelectionDayQuestionnaireReturnDate,56
exercises,preSelectionDayQuestionnaireSendDate,56
exercises,locationPreferences,24
exercises,jurisdictionPreferences,24
exercises,jobDescUrl,3
exercises,tAndCUrl,3
exercises,uploadedJobDescriptions,11
exercises,applicationsCount,16
exercises,selectionDayStart,23
exercises,selectionDayEnd,23
exercises,_characterIssue,5
exercises,_lateApplicationRequests,2
exercises,file,1
exercises,jobDescriptionFile,1
exercises,applicationRecords,11
exercises,selectionCategories,11
exercises,capabilities,11
exercises,assessmentFramework,5
exercises,schedule2DOr3Apply,1
exercises,nameBlindSiftDate,6
exercises,siftDate,6
exercises,telephoneAssessmentDate,6
exercises,applications,6
exercises,statutoryConsultation,2
exercises,selectionSCCDate,2
exercises,sjcaTestUrl,1
exercises,scenarioTestUrl,1
exercises,scenarioTestPassScore,1
exercises,sjcaTestPassScore,1
exercises,selectionExerciseManagerFullName,1
exercises,jobDescription,1
exercises,candidateAssessment,1
exercises,independentAssessors,1
exercises,termsAndConditions,1
exercises,favourites,1
exercises,_useQTPlatform,1
exercises_deleted,_search,2
exercises_deleted,lastUpdated,1
exercises_deleted,name,5
exercises_deleted,progress,5
exercises_deleted,deletedAt,5
exercises_deleted,assessmentMethods,4
exercises_deleted,appliedSchedule,4
exercises_deleted,salary,4
exercises_deleted,situationalJudgementTestStartTime,4
exercises_deleted,assignedCommissioner,4
exercises_deleted,typeOfExercise,4
exercises_deleted,otherLOS,4
exercises_deleted,qualifications,4
exercises_deleted,independentAssessmentsReturnDate,4
exercises_deleted,eMPOutcomeDate,4
exercises_deleted,referenceNumber,4
exercises_deleted,immediateStart,4
exercises_deleted,statutoryConsultationWaived,4
exercises_deleted,jurisdictionQuestionType,3
exercises_deleted,welshRequirement,4
exercises_deleted,state,4
exercises_deleted,salaryGrouping,4
exercises_deleted,futureStart,4
exercises_deleted,emailSignatureName,4
exercises_deleted,schedule2Apply,4
exercises_deleted,scenarioTestEndTime,4
exercises_deleted,situationalJudgementTestDate,4
exercises_deleted,inviteOnly,4
exercises_deleted,eligibilitySCCDate,4
exercises_deleted,otherRetirement,4
exercises_deleted,feePaidFee,4
exercises_deleted,locationQuestion,3
exercises_deleted,yesSalaryDetails,4
exercises_deleted,jurisdiction,4
exercises_deleted,equalMeritSecondStageStartDate,4
exercises_deleted,nameBlindSiftStartDate,4
exercises_deleted,noSalaryDetails,4
exercises_deleted,selectionCriteria,4
exercises_deleted,isSPTWOffered,4
exercises_deleted,statutoryConsultationWaivedDetails,4
exercises_deleted,assessmentOptions,3
exercises_deleted,criticalAnalysisTestEndTime,4
exercises_deleted,characterChecksDate,4
exercises_deleted,otherYears,4
exercises_deleted,retirementAge,4
exercises_deleted,contactIndependentAssessors,4
exercises_deleted,equalMeritSecondStageEndDate,4
exercises_deleted,scenarioTestStartTime,4
exercises_deleted,seniorSelectionExerciseManager,4
exercises_deleted,_applicationRecords,3
exercises_deleted,postQualificationExperience,4
exercises_deleted,siftEndDate,4
exercises_deleted,aSCApply,4
exercises_deleted,otherQualifications,4
exercises_deleted,siftStartDate,4
exercises_deleted,telephoneAssessmentStartDate,4
exercises_deleted,statutoryConsultee,4
exercises_deleted,estimatedLaunchDate,4
exercises_deleted,applicationOpenDate,4
exercises_deleted,draftingJudge,4
exercises_deleted,criticalAnalysisTestOutcome,4
exercises_deleted,_applications,3
exercises_deleted,appropriateAuthority,4
exercises_deleted,favouriteOf,4
exercises_deleted,jurisdictionQuestionAnswers,3
exercises_deleted,selectionExerciseManager,4
exercises_deleted,characterChecksReturnDate,4
exercises_deleted,exerciseMailbox,4
exercises_deleted,_applicationVersion,4
exercises_deleted,aboutTheRole,4
exercises_deleted,statutoryConsultationDate,4
exercises_deleted,scenarioTestDate,4
exercises_deleted,telephoneAssessmentEndDate,4
exercises_deleted,hmctsWelshGovContact,4
exercises_deleted,locationQuestionType,3
exercises_deleted,createdAt,4
exercises_deleted,otherAppropriateAuthority,4
exercises_deleted,additionalWorkingPreferences,4
exercises_deleted,appointmentType,4
exercises_deleted,otherMemberships,4
exercises_deleted,shortlistingOutcomeDate,4
exercises_deleted,criticalAnalysisTestDate,4
exercises_deleted,finalOutcome,4
exercises_deleted,published,4
exercises_deleted,situationalJudgementTestEndTime,4
exercises_deleted,roleSummary,4
exercises_deleted,subscriberAlertsUrl,4
exercises_deleted,previousJudicialExperienceApply,4
exercises_deleted,welshRequirementType,4
exercises_deleted,judicialOfficeContact,4
exercises_deleted,welshPosts,4
exercises_deleted,isCourtOrTribunal,4
exercises_deleted,otherShortlistingMethod,4
exercises_deleted,jurisdictionQuestion,3
exercises_deleted,memberships,4
exercises_deleted,eMPSCCDate,4
exercises_deleted,scenarioTestOutcome,4
exercises_deleted,independentAssessmentsHardLimitDate,3
exercises_deleted,situationalJudgementTestOutcome,4
exercises_deleted,downloads,4
exercises_deleted,authorisations,4
exercises_deleted,locationQuestionAnswers,3
exercises_deleted,criticalAnalysisTestStartTime,4
exercises_deleted,selectionExerciseOfficer,4
exercises_deleted,assessments,3
exercises_deleted,pjeDays,4
exercises_deleted,shortlistingMethods,4
exercises_deleted,_applicationContent,4
exercises_deleted,testingState,1
exercises_deleted,reasonableLengthService,4
exercises_deleted,selectionDays,4
exercises_deleted,roleSummaryWelsh,4
exercises_deleted,characterAndSCCDate,4
exercises_deleted,hmctsWelshGovLead,4
exercises_deleted,createdBy,4
exercises_deleted,exercisePhoneNumber,4
exercises_deleted,location,4
exercises_deleted,applicationCloseDate,4
exercises_deleted,leadJudge,4
exercises_deleted,nameBlindSiftEndDate,4
exercises_deleted,otherJurisdiction,4
exercises_deleted,characterChecksEnabled,3
exercises_deleted,advertType,2
exercises_deleted,characterChecks,2
exercises_deleted,criticalAnalysisTestEndime,1
exercises_deleted,capabilities,1
exercises_deleted,jurisdictionPreferences,1
exercises_deleted,selectionCategories,1
exercises_deleted,selfAssessmentWordLimits,1
exercises_deleted,_backups,1
exercises_deleted,_processingVersion,1
exercises_deleted,aboutTheRoleWelsh,1
exercises_deleted,assessmentFramework,1
exercises_deleted,characterChecksProfessionalDate,1
exercises_deleted,characterChecksProfessionalReturnDate,1
exercises_deleted,locationPreferences,1
exercises_deleted,locationWelsh,1
exercises_deleted,preSelectionDayQuestionnaireReturnDate,1
exercises_deleted,preSelectionDayQuestionnaireSendDate,1
exercises_temp,assessmentMethods,373
exercises_temp,appliedSchedule,337
exercises_temp,salary,218
exercises_temp,situationalJudgementTestStartTime,315
exercises_temp,assignedCommissioner,353
exercises_temp,typeOfExercise,364
exercises_temp,lastUpdated,373
exercises_temp,otherLOS,358
exercises_temp,qualifications,358
exercises_temp,independentAssessmentsReturnDate,329
exercises_temp,eMPOutcomeDate,319
exercises_temp,referenceNumber,373
exercises_temp,immediateStart,364
exercises_temp,jurisdictionQuestionType,327
exercises_temp,statutoryConsultationWaived,340
exercises_temp,welshRequirement,364
